Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-KBU-004,KEN-KBU-004,Kiambu,Limuru - Tigoni,1/1/2005,12/31/2020,"Tea estates in Tigoni, Limuru absorbed large volumes of water from streams for irrigation and tea processing, depriving smallholder farmers and villages downstream of water access. Multiple petitions to WRMA were filed.",Water-Land,Tea Plantation Water Rights Conflict,Tigoni Tea Estate; Small Farmers; Limuru Water Company; WRMA,"Limuru's Tigoni area hosts some of Kenya's most productive tea plantations. Large-scale tea processing plants abstract significant water from streams and rivers for both irrigation and processing. From 2005, documented complaints from smallholder farmers",WRMA; Nation Media; Limuru Tea Farmers Association,https://wrma.go.ke,Regulatory; NGO,-0.98,36.67,0,0,Administrative - Water Permit Review,Ongoing - Partially Addressed,"Tigoni, Limuru, tea estate, water rights, WRMA, smallholder, irrigation, stream diversion, Kiambu",Yes,0.74,Referenced in academic studies on agribusiness water use in central Kenya highlands.
KEN-KBU-023,KEN-KBU-023,Kiambu,Thika - Maragua River,1/1/2013,12/31/2022,"Smallholder farmers in the Thika-Maragua border zone competed with urban Thika for water abstraction rights from the Maragua River, a tributary of the Tana River, during dry seasons.",Water-Land,River Water Abstraction Conflict,Maragua River Smallholder Irrigation Farmers; Murang'a County; Thika Municipality; WRMA,The Maragua River flows from the Aberdare Range through Murang'a County into the Tana River. Its lower reaches near Thika provide water for both Thika town's municipal supply and smallholder irrigation schemes in the Thika-Maragua corridor in Kiambu Coun,WRMA; Nation Media; Tana Water Services Board,https://wrma.go.ke,Regulatory; Government,-0.9,37.1,0,0,WRMA Mediation - Water Allocation Orders,Partially Resolved,"Maragua River, Thika, water abstraction, smallholder, municipal supply, WRMA, Tana River, dry season",Yes,0.76,Referenced in WRMA Tana Basin records.
KEN-KBU-061,KEN-KBU-061,Kiambu,Thika - Ruiru - WRMA Borehole Enforcement 2022,1/1/2022,12/31/2022,"WRMA conducted a borehole enforcement operation in Kiambu County in 2022, sealing over 200 unlicensed boreholes in the Ruiru, Thika, and Juja corridor, reducing pressure on the shared aquifer but generating legal challenges from some borehole owners.",Water-Land,WRMA Borehole Enforcement Operation - Kiambu 2022,WRMA; Private Borehole Owners; Ruiru-Juja Water and Sewerage Company; Thika-Chania Water Company; Kiambu County,"WRMA enforcement records for Kiambu County document that in 2022, following years of rapidly increasing unlicensed borehole drilling in the Ruiru-Thika-Juja corridor (documented in KEN-KBU-039), WRMA conducted an enforcement operation sealing unlicensed",WRMA; Standard Media; ELC Thika,https://wrma.go.ke,Regulatory; Print/Online News; Court,-1.12,37,0,Unknown,WRMA Enforcement - Partial Compliance,Partially Resolved,"WRMA, borehole, enforcement, Ruiru, Thika, Juja, Kiambu, 200 sealed, unlicensed, Water Act 2016, 2022",Yes,0.8,WRMA enforcement records cited.
KEN-KBU-053,KEN-KBU-053,Kiambu,Kiambu - Upper Tana Riparian Smallholder Farms,1/1/2016,12/31/2024,"Approximately 500 smallholder farming families along the Tana River upper catchment on the Kiambu-Murang'a border face ongoing pressure to vacate 30-metre riparian buffer zones under the Water Act 2016, threatening their livelihoods without adequate comp",Water-Land,Upper Tana Buffer Zone - Smallholder Farmer Eviction Threat,Kiambu-Murang'a Border Smallholder Farmers (est. 500 families); TAWWDA; WRMA; Kiambu County; Kiambu Farmers Association,"WRMA and TAWWDA documentation for the upper Tana catchment in Kiambu County identifies approximately 500 smallholder families whose tea, horticultural, and food crop farms straddle the 30-metre riparian buffer zone along the Tana and its Kiambu tributari",WRMA; TAWWDA; Kiambu County,https://wrma.go.ke,Regulatory; Government,-0.95,36.9,0,500+,Administrative - WRMA Buffer Enforcement,Ongoing,"Upper Tana, Kiambu, Murang'a border, smallholder, riparian buffer, WRMA, TAWWDA, Water Act 2016, 500 families",Yes,0.79,WRMA upper Tana catchment management reports cited.
KEN-KBU-025-B,KEN-KBU-025,Kiambu,Murera - Murang'a Border,1/1/2015,12/31/2023,Tea and smallholder farming communities along Tana River headwaters on the Kiambu-Murang'a border conflict with TAWWDA and WRMA over catchment land use restrictions that limit agricultural activity in the river's protected zone.,Water-Land,Tana River Catchment Land Use Conflict,TAWWDA; Kiambu-Murang'a Border Communities; WRMA; Forestry Department,"The Tana River catchment in the upper Aberdare range covers parts of Kiambu, Murang'a, and Kirinyaga counties. TAWWDA manages water infrastructure drawing on Tana River flows. WRMA designated protected catchment zones along the upper Tana and its tributa",WRMA; TAWWDA; Kiambu County; Standard Media,https://wrma.go.ke,Regulatory; Government,-0.95,36.9,0,Unknown,Administrative - Catchment Buffer Enforcement,Ongoing,"Tana River, catchment, Kiambu, Murang'a, WRMA, TAWWDA, tea farming, buffer zone, forestry, smallholder",Yes,0.76,Referenced in WRMA upper Tana catchment management reports.
KEN-KBU-028,KEN-KBU-028,Kiambu,Thika - Sagana Road Corridor,1/1/2013,12/31/2022,"Farmers along the Sagana Road corridor in Thika built unauthorized diversion structures on seasonal rivers, reducing water flows used by downstream communities and creating conflicts arbitrated by WRMA.",Water-Land,Seasonal River - Agricultural Diversion Conflict,Sagana Road Farmers; Thika Municipality; WRMA; Tana Water Services Board,"The Sagana Road corridor in Thika, Kiambu County passes through productive agricultural land irrigated by seasonal rivers originating in the Aberdare Range. From 2013, WRMA documented that multiple farmers had constructed unauthorized diversion weirs and",WRMA; Tana Water Services Board; Standard Media,https://wrma.go.ke,Regulatory; Government,-1.033,37.066,0,0,WRMA Enforcement - Structure Removal Orders,Partially Resolved,"Sagana Road, Thika, seasonal river, irrigation diversion, WRMA, Tana Water Services, unauthorized structure, Kiambu",Yes,0.73,Referenced in WRMA Tana Basin enforcement records.
KEN-KBU-024-B,KEN-KBU-024,Kiambu,Thika - Baricho Irrigation - Thika River,1/1/2010,12/31/2022,The Baricho irrigation scheme on the Thika River conflicted with Thika town's growing municipal water demand. WRMA favoured domestic use priority. Case proceeded to Water Appeals Board in 2019 and was resolved through a seasonal allocation agreement.,Water-Land,Irrigation vs Municipal Water Allocation Conflict,Baricho Irrigation Farmers; Thika-Chania Water Company; WRMA; Water Appeals Board,"The Baricho irrigation scheme is a long-standing smallholder irrigation project on the Thika River serving farmers near Thika town. As Thika town grew, the Thika-Chania Water Company sought to increase abstraction from the same river. WRMA received confl",WRMA; Water Appeals Board; Thika-Chania Water Company,https://wrma.go.ke,Regulatory; Administrative,-1.0395,37.0854,0,0,Water Appeals Board Ruling,Resolved - Seasonal Allocation Agreement,"Baricho, Thika River, irrigation, Thika municipality, WRMA, water allocation, domestic priority, Water Act 2016",Yes,0.77,Referenced in WRMA and Water Appeals Board adjudication records.
KEN-TRK-237,KEN-TRK-237,Turkana,Todonyang - Water Peace Security - Pastoralists Turning to Fishing - Trauma Healing - Kraal Elders Peacebuilding,10/1/2022,10/1/2023,"Water Peace Security (WPS) Partnership (2023) documented Todonyang as a specific conflict site: prolonged drought and water scarcity driving pastoralists to turn to fishing, generating community disputes; kraal elders involved in peacebuilding and reconc",Water-Land,Water Peace Security WPS - Todonyang Pastoralists Turn to Fishing Conflict - Kraal Elders Trauma Healing - 2023,Water Peace Security (WPS) Partnership; Todonyang Residents; Kraal Elders; Chiefs; Assistant Chiefs,"Water Peace Security (WPS) Partnership (Impact Story, October 2023) documented: 'He has seen the effect of the prolonged drought and water scarcity on the grazing land in Todonyang, and many pastoralists turning to fishing, causing community disputes. Hi",Water Peace Security,https://waterpeacesecurity.org/info/impact-story-01-10-2023-resource-management-challenges,NGO,4.5,35.95,0,Unknown,Peacebuilding Active,Active - Peacebuilding Phase,"WPS, Todonyang, drought, pastoralists fishing disputes, kraal elders, trauma healing, peacebuilding, water scarcity, chiefs assistant chiefs, 2023",Yes,0.9,Water Peace Security directly cited.
KEN-TRK-032-B,KEN-TRK-032,Turkana,Turkana North - Lake Turkana Islands,1/1/2019,12/31/2023,"Turkana North fishing communities conflict with KWS and Sibiloi National Park authorities over access to fish breeding grounds on Lake Turkana's protected islands, crucial for fish stocks.",Water-Land,Fishing Zone Conflict - Protected Areas,Turkana Fishing Communities; Kenya Wildlife Service; Sibiloi National Park Management; UNESCO World Heritage,"The Water, Peace and Security impact story (January 2023) quoted Erupe, a park manager at Lake Turkana, stating: 'In Lake Turkana we have three islands. Two are areas protected by the Kenyan government. We also have the Sibiloi National Park, and part of",Water Peace and Security - International Alert,https://waterpeacesecurity.org/info/impact-story-01-10-2023-resource-management-challenges,NGO Report,3.9667,36.2167,2,Unknown,Active - KWS Enforcement,Ongoing,"Lake Turkana, Sibiloi National Park, fishing zone, protected islands, KWS, UNESCO, fish stocks, Turkana North",Yes,0.92,WPS impact story directly cited. Named park manager quoted.
KEN-KBU-091,KEN-KBU-091,Kiambu,Kiambu - Ngumi Community - Kikuyu - Water Fund Borehole 2010,1/1/2010,12/31/2023,"In 2010, Ngumi Water and Sanitation Project in Kikuyu location, Kiambu County partnered with the Water Services Trust Fund for a KES 8 million borehole project. The community -” located 35 km from Nairobi with the nearest river 8 km away -” had organ",Water-Land,Ngumi Kikuyu - Community Borehole KES 8 Million - Water Fund Partnership 2010,Ngumi Water and Sanitation Project; Water Services Trust Fund (WSTF); Karanja Mungai (Secretary); Kikuyu Location Residents,Water Services Trust Fund (WSTF) documented the Ngumi Water and Sanitation Project's story. The project is located about 35 km from Nairobi in Kikuyu location of Kiambu County. 'The area has no surface water and the nearest river is more than 8 km away.',Water Services Trust Fund,https://waterfund.go.ke/stories/ngumi,Government,-1.25,36.79,0,Unknown,Active - Community Governance,Ongoing,"Ngumi, Kikuyu, WSTF, borehole, KES 8 million, community water, 1994, Kiambu, rural borehole, water access",Yes,0.91,WSTF directly cited. Named secretary and amounts confirmed.
KEN-TRK-029-B,KEN-TRK-029,Turkana,Todonyang - Lake Turkana Shore,1/10/2023,1/10/2024,"Todonyang community elder Muchu Lomorukai Kerio documented the severe impact of climate change on water and pasture in Todonyang, Lake Turkana, and resulting community disputes as pastoralists shift to fishing - itself creating new conflicts.",Water-Land,Pastoralist Climate Conflict - WPS Documentation,Muchu Lomorukai Kerio (Council of Elders Vice Chair; NPR Constable); Todonyang Pastoralists; Lake Turkana Fish Communities; WPS Partnership,"The Water, Peace and Security (WPS) impact story published 10 January 2023 documented the testimony of Muchu Lomorukai Kerio, Vice Chair of the Council of Elders in Todonyang and a National Police Reserve constable. He settles disputes over water resourc","Water, Peace and Security Partnership - International Alert",https://waterpeacesecurity.org/info/impact-story-01-10-2023-resource-management-challenges,NGO Report,4.528,35.89,Unknown,500+,Active - Water Governance Initiatives,Ongoing,"Todonyang, Lake Turkana, climate change, water scarcity, pasture, pastoralism, fishing conflict, Kibish, NPR, WPS",Yes,0.92,WPS impact story directly cited. Named individual confirmed.
KEN-KBU-183,KEN-KBU-183,Kiambu,Kiambu - Kiambu District Split 2007 - Kiambu East West - Land Administration Change - Fills KBU 2007,1/1/2007,12/31/2007,"Wikipedia documented: 'In 2007, Kiambu District was subdivided into two: Kiambu East and Kiambu West. Kiambu West district took Limuru, Lari and Kikuyu divisions.' This administrative split -” creating separate land administration units -” is a docum",Land,Kiambu District Split into Kiambu East and Kiambu West - 2007 Administrative Division - Land Administration Context,Government of Kenya; Kiambu District; Kiambu East (Thika Gatundu); Kiambu West (Limuru Lari Kikuyu),"Wikipedia (Kiambu District) documented: 'In 2007, Kiambu District was subdivided in two: Kiambu East and Kiambu West. Kiambu West district took Limuru, Lari and Kikuyu divisions, with Limuru as its district capital.' This 2007 administrative split -” d",Wikipedia,https://en.wikipedia.org/wiki/Kiambu_District,Wikipedia,-1.1711,36.831,0,Unknown,Administrative Change,Resolved (Historical),"Kiambu District split 2007, Kiambu East Kiambu West, Limuru Lari Kikuyu West, Thika Gatundu East, land administration, jurisdiction split, 2007",Yes,0.88,Wikipedia directly cited.
